    Name     |      Class      | Score 
JOSEFA       |  K67A3 KHMT&TT  |  6.0  
MALLORY      |  K67A3 KHMT&TT  |  8.3  
KEMBERLY     |  K66A2 ToanTin  |  1.0  
ALLA         |  K63A4 KHMT&TT  |  3.2  
MARKETTA     |  K67A3 KHMT&TT  |  7.3  
ROSY         |   K67A5 KHDL    |  9.4  
ANGELO       |  K66A4 KHMT&TT  |  2.9  
LAKENDRA     |  K63A4 KHMT&TT  |  1.5  
CHANTELLE    |  K63A4 KHMT&TT  |  9.2  
SHANEKA      |  K63A1 ToanHoc  |  1.3  
SHANIKA      |  K65A4 KHMT&TT  |  3.0  
SUZANNE      |   K64A5 KHDL    |  1.4  
SADYE        |  K67A1 ToanHoc  |  8.5  
TAMRA        |  K67A4 KHMT&TT  |  3.7  
DICK         |  K63A3 KHMT&TT  |  0.3  
HEIDE        |  K64A3 KHMT&TT  |  9.3  
JON          |  K67A2 ToanTin  |  8.6  
ROSY         |   K65A5 KHDL    |  8.1  
EHTEL        |   K66A5 KHDL    |  8.7  
ANTONIA      |  K64A3 KHMT&TT  |  5.8  
YANG         |  K63A3 KHMT&TT  |  1.0  
MARKUS       |  K64A4 KHMT&TT  |  3.9  
WYNELL       |  K66A3 KHMT&TT  |  1.1  
LORETA       |   K63A5 KHDL    |  0.6  
ELOIS        |  K64A3 KHMT&TT  |  1.6  
MORA         |  K66A3 KHMT&TT  |  3.4  
TALISHA      |  K64A4 KHMT&TT  |  6.8  
DANN         |  K66A4 KHMT&TT  |  6.5  
JENA         |  K66A4 KHMT&TT  |  8.2  
ROXANNE      |  K63A4 KHMT&TT  |  3.8  
LING         |   K64A5 KHDL    |  6.2  
ART          |  K63A2 ToanTin  |  3.7  
ROSEANNE     |   K67A5 KHDL    |  0.3  
KRISTIN      |   K66A5 KHDL    |  9.7  
REGENA       |  K64A2 ToanTin  |  3.3  
JEAN         |   K65A5 KHDL    |  5.1  
LOWELL       |  K65A3 KHMT&TT  |  8.3  
AGNUS        |   K64A5 KHDL    |  9.7  
JEFFERY      |  K63A1 ToanHoc  |  4.8  
EULALIA      |  K66A1 ToanHoc  |  4.6  
ORLANDO      |  K66A2 ToanTin  |  5.0  
KATHIE       |  K65A4 KHMT&TT  |  1.0  
BRIDGETT     |   K67A5 KHDL    |  8.3  
MAXIMA       |  K66A2 ToanTin  |  5.1  
NINFA        |  K63A2 ToanTin  |  0.8  
DONITA       |  K63A3 KHMT&TT  |  5.7  
MEI          |  K63A1 ToanHoc  |  4.4  
JUDE         |  K66A2 ToanTin  |  8.4  
CHARISSA     |   K64A5 KHDL    |  1.3  
SHERRYL      |  K66A2 ToanTin  |  7.5  
GILBERT      |  K65A2 ToanTin  |  4.1  
CAROLYN      |  K67A3 KHMT&TT  |  8.7  
LEAN         |   K66A5 KHDL    |  3.8  
SHELA        |  K64A3 KHMT&TT  |  7.4  
DORTHA       |  K65A3 KHMT&TT  |  5.1  
LAVADA       |  K67A3 KHMT&TT  |  0.6  
RICARDO      |  K67A3 KHMT&TT  |  6.0  
RENEA        |  K66A3 KHMT&TT  |  7.3  
LEONARD      |   K65A5 KHDL    |  0.6  
FREDERICK    |  K66A4 KHMT&TT  |  1.9  
ETHELYN      |  K64A4 KHMT&TT  |  8.5  
AMOS         |  K65A2 ToanTin  |  8.9  
MAGDA        |  K67A2 ToanTin  |  1.9  
SPARKLE      |  K66A1 ToanHoc  |  0.8  
CHARLES      |  K65A2 ToanTin  |  8.3  
CINDIE       |  K63A1 ToanHoc  |  3.8  
LORNA        |  K66A1 ToanHoc  |  3.0  
HIPOLITO     |  K66A1 ToanHoc  |  0.3  
JILLIAN      |  K65A1 ToanHoc  |  4.2  
MARLYS       |  K63A2 ToanTin  |  6.6  
STEFANIE     |  K66A4 KHMT&TT  |  1.8  
AMINA        |  K65A2 ToanTin  |  3.1  
MARCELLUS    |  K67A3 KHMT&TT  |  9.8  
JANESSA      |  K67A3 KHMT&TT  |  3.2  
SONYA        |  K66A1 ToanHoc  |  6.6  
POLLY        |  K67A1 ToanHoc  |  4.3  
MARISSA      |  K64A1 ToanHoc  |  8.8  
JACQUELINE   |  K64A3 KHMT&TT  |  0.3  
TANESHA      |  K67A3 KHMT&TT  |  3.1  
BEVERLY      |  K67A3 KHMT&TT  |  3.2  
MICAELA      |  K67A4 KHMT&TT  |  4.5  
TERESSA      |   K64A5 KHDL    |  2.6  
TERRIE       |  K65A1 ToanHoc  |  7.9  
ROXANNA      |  K63A1 ToanHoc  |  0.0  
DAWNE        |   K66A5 KHDL    |  4.0  
GUILLERMINA  |  K64A3 KHMT&TT  |  7.6  
YI           |  K64A4 KHMT&TT  |  7.4  
COREEN       |  K64A2 ToanTin  |  3.1  
LYN          |  K65A4 KHMT&TT  |  2.6  
CARLENE      |   K66A5 KHDL    |  8.3  
GIUSEPPINA   |  K66A4 KHMT&TT  |  5.7  
NATALYA      |  K66A1 ToanHoc  |  3.2  
GLYNDA       |  K63A2 ToanTin  |  0.9  
KRISTINA     |  K65A2 ToanTin  |  1.1  
NELIDA       |  K65A2 ToanTin  |  9.3  
JULIETA      |   K63A5 KHDL    |  9.7  
KARLY        |  K65A1 ToanHoc  |  2.0  
ANGELINA     |  K66A3 KHMT&TT  |  4.8  
MABEL        |  K64A1 ToanHoc  |  9.5  
HOLLEY       |   K63A5 KHDL    |  9.9  
SOLOMON      |  K67A3 KHMT&TT  |  0.7  
RANDA        |   K66A5 KHDL    |  4.3  
MEL          |  K66A3 KHMT&TT  |  8.1  
TENNIE       |  K63A2 ToanTin  |  8.2  
ARTURO       |  K66A2 ToanTin  |  4.6  
ROCHEL       |  K65A4 KHMT&TT  |  3.5  
AVERY        |   K67A5 KHDL    |  3.7  
ANNITA       |  K64A1 ToanHoc  |  5.6  
ELSIE        |  K67A4 KHMT&TT  |  5.7  
SADE         |  K63A3 KHMT&TT  |  6.1  
ARIANNE      |  K67A1 ToanHoc  |  9.6  
SUSY         |   K64A5 KHDL    |  0.5  
LATRINA      |  K63A2 ToanTin  |  5.3  
SHAWNNA      |  K66A2 ToanTin  |  9.5  
JENNY        |   K67A5 KHDL    |  4.3  
SUNDAY       |  K63A1 ToanHoc  |  0.8  
DOMONIQUE    |  K64A2 ToanTin  |  8.6  
DELORSE      |  K64A2 ToanTin  |  2.5  
DELPHINE     |  K63A4 KHMT&TT  |  2.8  
ELNA         |  K64A3 KHMT&TT  |  7.7  
AGRIPINA     |  K67A2 ToanTin  |  1.5  
MARISOL      |  K64A4 KHMT&TT  |  7.1  
SHEBA        |  K64A2 ToanTin  |  3.3  
TANNER       |   K66A5 KHDL    |  3.0  
ALBERTA      |  K67A4 KHMT&TT  |  3.6  
JOANE        |  K63A4 KHMT&TT  |  0.7  
LATORIA      |  K66A2 ToanTin  |  3.2  
FLORANCE     |  K66A3 KHMT&TT  |  4.9  
BRITTANIE    |  K64A2 ToanTin  |  6.5  
MAGNOLIA     |   K65A5 KHDL    |  0.1  
FLOR         |  K63A1 ToanHoc  |  10.0 
SAUL         |  K65A3 KHMT&TT  |  9.1  
ONA          |  K64A4 KHMT&TT  |  9.9  
KEVEN        |  K64A2 ToanTin  |  8.2  
LENA         |  K66A3 KHMT&TT  |  8.2  
MANY         |   K64A5 KHDL    |  5.1  
CHANG        |  K67A2 ToanTin  |  9.1  
RONI         |  K64A2 ToanTin  |  7.5  
RHODA        |  K67A3 KHMT&TT  |  3.2  
KIMBERLIE    |   K64A5 KHDL    |  4.6  
REDA         |   K64A5 KHDL    |  1.6  
ISMAEL       |  K64A3 KHMT&TT  |  7.2  
TARSHA       |  K65A2 ToanTin  |  3.1  
DREAMA       |  K67A1 ToanHoc  |  7.9  
SEPTEMBER    |  K65A4 KHMT&TT  |  5.3  
VIOLET       |   K63A5 KHDL    |  0.6  
JERICA       |   K64A5 KHDL    |  2.2  
LOIS         |  K65A4 KHMT&TT  |  6.4  
KATHERYN     |  K66A2 ToanTin  |  7.6  
DEBBRA       |  K64A2 ToanTin  |  6.8  
ELIZA        |  K63A1 ToanHoc  |  4.1  
TRUDIE       |  K65A2 ToanTin  |  4.2  
VERDIE       |  K64A1 ToanHoc  |  9.3  
ALDA         |  K63A4 KHMT&TT  |  3.9  
LLOYD        |  K65A1 ToanHoc  |  1.0  
SUZANN       |  K65A2 ToanTin  |  4.2  
CHARLENE     |  K66A4 KHMT&TT  |  7.4  
RENNA        |   K65A5 KHDL    |  6.9  
KIMBRA       |  K64A4 KHMT&TT  |  2.2  
FANNIE       |  K67A2 ToanTin  |  1.3  
EDUARDO      |  K63A3 KHMT&TT  |  2.0  
JERALD       |   K66A5 KHDL    |  3.8  
ELVIRA       |   K66A5 KHDL    |  0.3  
KRAIG        |  K65A1 ToanHoc  |  8.7  
STEVIE       |   K67A5 KHDL    |  1.0  
KENNETH      |   K64A5 KHDL    |  9.6  
KIZZY        |  K63A2 ToanTin  |  2.1  
MARINA       |  K67A1 ToanHoc  |  3.0  
HELENE       |  K64A4 KHMT&TT  |  1.7  
ELEANORE     |  K66A2 ToanTin  |  6.9  
KENYA        |  K65A3 KHMT&TT  |  4.3  
VENNIE       |  K63A3 KHMT&TT  |  7.4  
EILENE       |  K63A2 ToanTin  |  1.6  
EMELINE      |  K63A3 KHMT&TT  |  6.7  
ROSEMARY     |   K65A5 KHDL    |  6.2  
ELDA         |  K67A3 KHMT&TT  |  2.9  
ISIDRO       |  K65A2 ToanTin  |  7.1  
VERDA        |  K65A3 KHMT&TT  |  1.0  
PERRY        |  K65A2 ToanTin  |  3.1  
GISELA       |  K66A2 ToanTin  |  2.1  
CHRISTINE    |  K63A2 ToanTin  |  7.0  
SYBLE        |  K64A4 KHMT&TT  |  9.4  
MARTIN       |   K66A5 KHDL    |  2.7  
ASHA         |   K66A5 KHDL    |  8.7  
SHAUNNA      |  K64A3 KHMT&TT  |  0.8  
GIDGET       |  K66A3 KHMT&TT  |  9.5  
HARMONY      |   K67A5 KHDL    |  6.7  
EMMIE        |  K66A4 KHMT&TT  |  4.3  
FREDDA       |  K66A2 ToanTin  |  0.6  
ROBIN        |  K67A2 ToanTin  |  8.5  
DAYSI        |  K64A1 ToanHoc  |  4.8  
SANDI        |  K67A2 ToanTin  |  3.4  
LUANNE       |  K67A3 KHMT&TT  |  3.4  
MICHEAL      |  K64A3 KHMT&TT  |  9.6  
HARRIET      |  K63A1 ToanHoc  |  5.4  
EDA          |  K67A2 ToanTin  |  9.2  
LUCIANO      |  K63A4 KHMT&TT  |  1.2  
TEGAN        |  K65A4 KHMT&TT  |  4.0  
MIRIAN       |  K64A1 ToanHoc  |  3.1  
MOLLY        |  K64A1 ToanHoc  |  1.4  
YVONNE       |  K64A2 ToanTin  |  3.1  
TRISHA       |  K64A4 KHMT&TT  |  3.4  
ERLINDA      |  K64A2 ToanTin  |  0.5  
HILARIA      |  K64A1 ToanHoc  |  5.7  
MANDY        |  K67A4 KHMT&TT  |  0.6  
MALCOLM      |  K64A2 ToanTin  |  5.0  
CATHARINE    |   K65A5 KHDL    |  1.2  
MAGGIE       |  K64A2 ToanTin  |  9.4  
ERIKA        |  K66A3 KHMT&TT  |  7.8  
HARLAND      |  K64A3 KHMT&TT  |  8.4  
KINA         |  K65A3 KHMT&TT  |  3.0  
HALEY        |  K66A2 ToanTin  |  0.1  
ELVINA       |  K63A4 KHMT&TT  |  4.9  
NORENE       |   K63A5 KHDL    |  8.1  
MERISSA      |  K67A1 ToanHoc  |  8.8  
TAMAR        |  K67A4 KHMT&TT  |  0.0  
TINISHA      |  K64A4 KHMT&TT  |  6.4  
EULALIA      |  K67A2 ToanTin  |  0.8  
RON          |  K63A3 KHMT&TT  |  1.0  
JAYME        |  K63A2 ToanTin  |  7.8  
JESSIA       |  K63A2 ToanTin  |  4.9  
SERGIO       |  K67A2 ToanTin  |  2.2  
ABRAHAM      |  K65A4 KHMT&TT  |  2.2  
JOSEPH       |  K65A3 KHMT&TT  |  2.5  
CATINA       |  K67A3 KHMT&TT  |  1.7  
CARMAN       |  K63A3 KHMT&TT  |  0.8  
JOESPH       |   K67A5 KHDL    |  3.9  
AURELIA      |  K67A3 KHMT&TT  |  8.5  
TAWANDA      |  K64A1 ToanHoc  |  2.3  
JULIETA      |   K67A5 KHDL    |  5.5  
IVEY         |  K67A1 ToanHoc  |  2.6  
LATICIA      |  K64A2 ToanTin  |  6.4  
REBEKAH      |  K66A1 ToanHoc  |  5.4  
ROXANE       |  K63A1 ToanHoc  |  5.4  
KARINA       |  K63A2 ToanTin  |  7.7  
ADELLA       |  K67A3 KHMT&TT  |  1.3  
CHARLIE      |  K67A4 KHMT&TT  |  2.0  
NOHEMI       |  K64A4 KHMT&TT  |  9.2  
JAMA         |   K66A5 KHDL    |  4.7  
PEARLY       |  K63A4 KHMT&TT  |  7.6  
OLLIE        |  K63A1 ToanHoc  |  4.0  
CASSIE       |  K67A2 ToanTin  |  2.3  
KIMBERY      |   K65A5 KHDL    |  6.7  
PINKIE       |  K66A2 ToanTin  |  6.1  
SHERRON      |   K64A5 KHDL    |  4.0  
CELESTINA    |  K63A1 ToanHoc  |  3.7  
MARYBETH     |   K66A5 KHDL    |  5.5  
JUNG         |  K64A4 KHMT&TT  |  2.1  
JENINE       |  K67A4 KHMT&TT  |  5.6  
TOMEKA       |   K64A5 KHDL    |  8.5  
BIANCA       |   K67A5 KHDL    |  6.5  
KIRBY        |  K64A1 ToanHoc  |  3.7  
WM           |  K64A1 ToanHoc  |  2.0  
VICTORIA     |  K64A4 KHMT&TT  |  8.6  
DESSIE       |  K63A3 KHMT&TT  |  7.8  
SHALANDA     |  K67A4 KHMT&TT  |  5.8  
LASHANDRA    |  K63A1 ToanHoc  |  6.8  
REANNA       |  K64A3 KHMT&TT  |  7.5  
KELSEY       |  K65A2 ToanTin  |  0.2  
RAMONA       |   K63A5 KHDL    |  0.5  
DEANN        |  K64A2 ToanTin  |  6.6  
SHIRA        |  K66A2 ToanTin  |  9.1  
ROSENA       |  K67A4 KHMT&TT  |  1.1  
MADALINE     |  K65A1 ToanHoc  |  8.0  
MARVIN       |  K67A2 ToanTin  |  5.9  
RANA         |  K65A2 ToanTin  |  6.4  
JANITA       |  K67A2 ToanTin  |  5.6  
TEMPLE       |   K63A5 KHDL    |  7.4  
BILL         |  K65A2 ToanTin  |  0.2  
ARCHIE       |   K65A5 KHDL    |  3.4  
ODIS         |  K65A1 ToanHoc  |  1.4  
CONSUELO     |  K67A3 KHMT&TT  |  7.3  
ELISHA       |  K67A4 KHMT&TT  |  1.2  
REGINALD     |  K63A3 KHMT&TT  |  3.5  
IVORY        |  K63A3 KHMT&TT  |  2.0  
MERYL        |   K65A5 KHDL    |  4.2  
ALVERA       |  K67A3 KHMT&TT  |  0.8  
SHAINA       |  K63A2 ToanTin  |  5.9  
CRISTINE     |   K64A5 KHDL    |  7.6  
NEDRA        |  K67A3 KHMT&TT  |  6.1  
NGOC         |  K66A1 ToanHoc  |  1.9  
JAMISON      |  K65A1 ToanHoc  |  4.9  
TIESHA       |  K63A2 ToanTin  |  1.7  
THRESA       |  K64A4 KHMT&TT  |  0.7  
KEREN        |  K66A3 KHMT&TT  |  0.1  
DEBERA       |  K66A1 ToanHoc  |  6.5  
ERNESTINA    |   K66A5 KHDL    |  6.2  
LEORA        |  K63A3 KHMT&TT  |  6.7  
HUBERT       |  K66A2 ToanTin  |  1.5  
IRMGARD      |   K64A5 KHDL    |  2.3  
BELL         |   K63A5 KHDL    |  2.3  
LAMAR        |  K67A2 ToanTin  |  1.4  
BETTE        |  K65A2 ToanTin  |  5.1  
CEOLA        |  K66A2 ToanTin  |  3.8  
TREVA        |  K64A4 KHMT&TT  |  7.1  
TARAH        |   K65A5 KHDL    |  4.0  
ZANA         |  K65A4 KHMT&TT  |  3.3  
SHARON       |  K64A2 ToanTin  |  2.4  
LEO          |   K65A5 KHDL    |  9.0  
DORIS        |  K65A3 KHMT&TT  |  6.4  
CHAD         |  K64A2 ToanTin  |  3.1  
BLANCA       |   K66A5 KHDL    |  3.1  
ARETHA       |   K67A5 KHDL    |  2.7  
JACQUELINE   |  K65A1 ToanHoc  |  2.6  
RAMONITA     |   K66A5 KHDL    |  5.2  
LYNELL       |   K63A5 KHDL    |  7.0  
TERENCE      |  K66A2 ToanTin  |  9.7  
MAY          |  K67A1 ToanHoc  |  8.9  
VERNITA      |   K66A5 KHDL    |  2.1  
GENEVIE      |  K67A1 ToanHoc  |  3.9  
STEPHNIE     |  K66A3 KHMT&TT  |  0.0  
GIUSEPPINA   |  K66A3 KHMT&TT  |  2.9  
AGRIPINA     |  K66A1 ToanHoc  |  8.1  
LUCILA       |  K63A2 ToanTin  |  5.9  
LEIF         |   K64A5 KHDL    |  7.2  
TOMAS        |  K63A4 KHMT&TT  |  3.0  
LUCINDA      |   K64A5 KHDL    |  4.4  
ILONA        |  K65A2 ToanTin  |  7.0  
ALIA         |  K67A1 ToanHoc  |  8.8  
JESSIKA      |  K64A2 ToanTin  |  6.4  
SCOT         |  K65A3 KHMT&TT  |  7.5  
VERGIE       |  K67A2 ToanTin  |  8.2  
PAULITA      |  K65A4 KHMT&TT  |  1.5  
GARRETT      |  K65A3 KHMT&TT  |  2.3  
PATTIE       |  K66A3 KHMT&TT  |  6.0  
LES          |  K65A3 KHMT&TT  |  6.8  
SUK          |  K65A2 ToanTin  |  7.4  
BIRDIE       |  K63A4 KHMT&TT  |  1.9  
EDGARDO      |  K67A3 KHMT&TT  |  1.7  
ADRIAN       |   K64A5 KHDL    |  9.1  
LESLEY       |  K65A3 KHMT&TT  |  4.2  
ROBBY        |  K67A2 ToanTin  |  8.2  
MARYJO       |  K63A4 KHMT&TT  |  5.8  
PIPER        |  K66A3 KHMT&TT  |  8.9  
DEVON        |   K65A5 KHDL    |  5.2  
RUBIE        |  K65A4 KHMT&TT  |  2.3  
DINO         |  K66A4 KHMT&TT  |  2.2  
RAYFORD      |   K63A5 KHDL    |  3.3  
EVERETTE     |  K64A4 KHMT&TT  |  4.6  
LESLEY       |  K67A4 KHMT&TT  |  2.2  
NERISSA      |   K64A5 KHDL    |  1.8  
REVA         |  K64A1 ToanHoc  |  3.8  
FANNIE       |  K67A3 KHMT&TT  |  8.4  
JESSIE       |   K66A5 KHDL    |  8.2  
TONI         |  K67A3 KHMT&TT  |  4.2  
JOELLA       |  K63A3 KHMT&TT  |  3.2  
VANETTA      |  K63A4 KHMT&TT  |  0.1  
SALLEY       |  K67A1 ToanHoc  |  5.7  
SHERRIL      |  K65A1 ToanHoc  |  4.9  
DONNY        |  K66A3 KHMT&TT  |  1.5  
ISREAL       |  K67A2 ToanTin  |  3.8  
EBONIE       |  K63A2 ToanTin  |  9.2  
KELLYE       |  K67A1 ToanHoc  |  9.8  
SHERYL       |  K65A1 ToanHoc  |  1.9  
ASHELY       |  K64A4 KHMT&TT  |  4.0  
CHIQUITA     |   K65A5 KHDL    |  4.9  
FONDA        |  K64A4 KHMT&TT  |  8.7  
AMI          |  K67A3 KHMT&TT  |  8.4  
ALTAGRACIA   |  K63A3 KHMT&TT  |  2.8  
RAYFORD      |  K65A2 ToanTin  |  5.4  
ISABELLA     |  K67A2 ToanTin  |  0.6  
BELL         |  K63A4 KHMT&TT  |  6.7  
GRETA        |  K64A2 ToanTin  |  7.7  
NEVILLE      |  K64A3 KHMT&TT  |  2.4  
AGATHA       |   K66A5 KHDL    |  0.6  
STEVIE       |  K66A4 KHMT&TT  |  2.5  
IRAIDA       |  K63A1 ToanHoc  |  4.6  
DEDRA        |  K63A3 KHMT&TT  |  6.6  
FRIEDA       |   K65A5 KHDL    |  0.3  
NUBIA        |  K64A2 ToanTin  |  6.8  
SHYLA        |  K66A4 KHMT&TT  |  4.5  
VERONA       |  K63A1 ToanHoc  |  2.2  
LORAINE      |  K65A1 ToanHoc  |  1.9  
KRISTYN      |  K63A1 ToanHoc  |  0.0  
BESSIE       |  K63A1 ToanHoc  |  0.5  
HILARY       |  K66A1 ToanHoc  |  9.8  
STEPHANY     |   K64A5 KHDL    |  6.1  
BRIDGET      |  K65A2 ToanTin  |  5.9  
EMMETT       |  K67A3 KHMT&TT  |  7.1  
DOREEN       |   K67A5 KHDL    |  9.3  
VANESA       |  K63A1 ToanHoc  |  0.7  
EVELYNN      |   K64A5 KHDL    |  5.4  
PA           |  K67A2 ToanTin  |  9.0  
EDGAR        |  K63A2 ToanTin  |  7.0  
WILLIA       |  K66A2 ToanTin  |  4.3  
ROLANDE      |  K64A2 ToanTin  |  5.3  
SUSANA       |  K67A4 KHMT&TT  |  2.4  
IVY          |  K65A2 ToanTin  |  4.8  
ANNIS        |  K66A3 KHMT&TT  |  5.9  
YOKO         |  K66A1 ToanHoc  |  8.6  
LEIGH        |  K66A2 ToanTin  |  2.2  
SUSIE        |  K64A3 KHMT&TT  |  3.6  
DENYSE       |  K64A3 KHMT&TT  |  5.5  
FLORENE      |  K65A3 KHMT&TT  |  7.1  
DANIELA      |  K67A2 ToanTin  |  5.2  
DEWITT       |  K64A4 KHMT&TT  |  8.7  
KECIA        |  K63A2 ToanTin  |  5.8  
DANIELLA     |  K66A4 KHMT&TT  |  1.3  
WALLACE      |   K66A5 KHDL    |  3.3  
NIKI         |   K66A5 KHDL    |  5.7  
EMANUEL      |  K65A2 ToanTin  |  1.8  
CHET         |  K65A4 KHMT&TT  |  5.2  
ROBT         |  K66A2 ToanTin  |  7.1  
ARLYNE       |   K66A5 KHDL    |  3.7  
EULA         |  K64A4 KHMT&TT  |  6.7  
MARNI        |  K67A3 KHMT&TT  |  10.0 
TASHIA       |  K64A4 KHMT&TT  |  0.2  
ANGELINA     |  K63A4 KHMT&TT  |  0.9  
TABETHA      |  K67A2 ToanTin  |  5.1  
REGINE       |  K63A1 ToanHoc  |  7.7  
ZANA         |  K63A2 ToanTin  |  3.5  
MAYE         |  K64A4 KHMT&TT  |  6.9  
OZELLA       |  K63A3 KHMT&TT  |  3.2  
BETHANN      |  K67A3 KHMT&TT  |  1.4  
DIAN         |  K66A4 KHMT&TT  |  8.0  
WARNER       |  K64A2 ToanTin  |  6.8  
LEANNE       |  K65A4 KHMT&TT  |  3.2  
BRONWYN      |   K67A5 KHDL    |  3.8  
MING         |  K66A1 ToanHoc  |  8.7  
COLETTE      |  K63A1 ToanHoc  |  10.0 
KRYSTAL      |  K64A1 ToanHoc  |  2.8  
LUANNA       |  K65A3 KHMT&TT  |  3.8  
KARIE        |   K66A5 KHDL    |  3.7  
DONNA        |  K64A2 ToanTin  |  2.2  
INDIA        |  K63A1 ToanHoc  |  6.8  
CORINNA      |  K67A3 KHMT&TT  |  5.8  
HIPOLITO     |  K67A4 KHMT&TT  |  6.2  
LADY         |   K65A5 KHDL    |  1.6  
NIESHA       |   K66A5 KHDL    |  8.1  
PEG          |  K66A4 KHMT&TT  |  1.0  
PETRINA      |  K63A4 KHMT&TT  |  6.8  
HEDY         |   K63A5 KHDL    |  6.3  
PAULINA      |   K65A5 KHDL    |  3.4  
LAMONT       |  K65A4 KHMT&TT  |  6.9  
LUCILA       |  K64A1 ToanHoc  |  6.0  
JAYME        |  K66A4 KHMT&TT  |  5.1  
OLEN         |  K66A4 KHMT&TT  |  2.2  
MADALINE     |  K64A1 ToanHoc  |  8.1  
TAMRA        |  K66A3 KHMT&TT  |  3.8  
DANIELLA     |  K65A2 ToanTin  |  8.5  
MARTINE      |   K63A5 KHDL    |  3.7  
ROLAND       |  K66A1 ToanHoc  |  5.2  
CALISTA      |  K66A1 ToanHoc  |  9.1  
POK          |   K64A5 KHDL    |  3.0  
EVELINA      |  K67A1 ToanHoc  |  6.8  
ISIAH        |  K64A2 ToanTin  |  2.4  
WANETA       |  K67A4 KHMT&TT  |  3.6  
BERNA        |  K65A1 ToanHoc  |  2.1  
FLORETTA     |  K64A1 ToanHoc  |  1.4  
MIA          |  K64A2 ToanTin  |  5.1  
ARLETHA      |  K65A2 ToanTin  |  0.0  
HERMILA      |  K64A2 ToanTin  |  3.4  
KERMIT       |  K67A3 KHMT&TT  |  7.9  
ALEJANDRA    |   K64A5 KHDL    |  1.5  
CHAYA        |  K63A1 ToanHoc  |  0.1  
SHAROLYN     |   K67A5 KHDL    |  0.5  
CODY         |  K63A1 ToanHoc  |  3.5  
GARNET       |  K65A3 KHMT&TT  |  7.1  
HERB         |  K66A3 KHMT&TT  |  8.7  
JENNETTE     |   K65A5 KHDL    |  4.0  
GLORIA       |   K64A5 KHDL    |  3.7  
YAHAIRA      |  K65A3 KHMT&TT  |  3.0  
ANGLEA       |  K66A4 KHMT&TT  |  3.4  
MERRI        |  K64A4 KHMT&TT  |  8.7  
NORAH        |  K66A2 ToanTin  |  7.3  
GRETTA       |  K65A2 ToanTin  |  5.1  
GEORGINE     |  K64A4 KHMT&TT  |  0.7  
PENNIE       |  K65A4 KHMT&TT  |  8.1  
LANITA       |  K64A1 ToanHoc  |  0.3  
GISELE       |   K67A5 KHDL    |  5.2  
ALETA        |  K63A2 ToanTin  |  6.5  
TEMEKA       |  K63A1 ToanHoc  |  5.4  
TERRY        |  K64A3 KHMT&TT  |  2.8  
LUISA        |  K63A2 ToanTin  |  3.2  
YULANDA      |  K67A1 ToanHoc  |  4.7  
DELORIS      |   K66A5 KHDL    |  4.2  
KEVA         |   K67A5 KHDL    |  5.4  
DEVORAH      |  K63A3 KHMT&TT  |  6.2  
DELOIS       |  K65A1 ToanHoc  |  2.5  
AMIRA        |  K65A3 KHMT&TT  |  6.4  
KIRSTIN      |   K65A5 KHDL    |  3.5  
TRISTAN      |  K63A3 KHMT&TT  |  5.0  
AWILDA       |  K65A4 KHMT&TT  |  5.9  
LUCILLE      |  K66A3 KHMT&TT  |  9.6  
DOTTY        |  K63A4 KHMT&TT  |  6.7  
CHAN         |  K67A2 ToanTin  |  3.0  
MAXIE        |  K67A3 KHMT&TT  |  9.4  
LUANA        |  K63A3 KHMT&TT  |  5.1  
ROSEANNE     |  K67A3 KHMT&TT  |  9.8  
MARRY        |  K65A2 ToanTin  |  2.9  
YURI         |  K66A4 KHMT&TT  |  2.6  
MICHELLE     |  K65A1 ToanHoc  |  8.6  
MIRIAM       |   K63A5 KHDL    |  5.7  
BUENA        |  K63A4 KHMT&TT  |  2.4  
GAVIN        |  K67A4 KHMT&TT  |  9.6  
AUGUSTUS     |   K64A5 KHDL    |  2.7  
SHIZUE       |  K64A3 KHMT&TT  |  8.5  
ALLEGRA      |  K66A2 ToanTin  |  7.1  
ANTONE       |  K65A1 ToanHoc  |  4.7  
MADDIE       |  K67A2 ToanTin  |  8.7  
NILA         |  K65A4 KHMT&TT  |  8.8  
SO           |  K64A2 ToanTin  |  1.1  
DORTHEY      |  K64A4 KHMT&TT  |  2.6  
HASSAN       |  K63A4 KHMT&TT  |  8.6  
HORTENSIA    |  K66A4 KHMT&TT  |  6.5  
CHRISTEL     |  K64A3 KHMT&TT  |  0.2  
ERROL        |  K65A4 KHMT&TT  |  5.9  
MYRTIS       |  K67A1 ToanHoc  |  3.0  
DENYSE       |  K67A1 ToanHoc  |  4.3  
LAKEISHA     |  K65A2 ToanTin  |  1.0  
DONN         |  K66A4 KHMT&TT  |  6.6  
JULIETTE     |   K66A5 KHDL    |  2.7  
SHERWOOD     |   K65A5 KHDL    |  4.3  
ALDEN        |  K63A1 ToanHoc  |  1.6  
ARACELI      |  K64A1 ToanHoc  |  6.3  
HARRIS       |   K66A5 KHDL    |  1.9  
NOELIA       |  K66A2 ToanTin  |  5.9  
PAMULA       |   K64A5 KHDL    |  0.4  
ARIANNA      |  K65A4 KHMT&TT  |  9.1  
SANTO        |  K66A1 ToanHoc  |  2.0  
TINA         |  K64A1 ToanHoc  |  4.8  
ROBIN        |  K66A2 ToanTin  |  8.6  
KYM          |  K66A3 KHMT&TT  |  1.9  
